	90763_231A_S1_L001_R1_001	90763_231B_S33_L001_R1_001	90763_231C_S65_L001_R1_001	90763_232A_S2_L001_R1_001	90763_232B_S34_L001_R1_001	90763_232C_S66_L001_R1_001	90763_236A_S3_L001_R1_001	90763_236B_S35_L001_R1_001	90763_236C_S67_L001_R1_001	90763_237A_S4_L001_R1_001	90763_237B_S36_L001_R1_001	90763_237C_S68_L001_R1_001	90763_238A_S5_L001_R1_001	90763_238B_S37_L001_R1_001	90763_238C_S69_L001_R1_001	90768_005A_S6_L001_R1_001	90768_005B_S38_L001_R1_001	90768_005C_S70_L001_R1_001	90768_009A_S7_L001_R1_001	90768_009B_S39_L001_R1_001	90768_009C_S71_L001_R1_001	90768_014A_S8_L001_R1_001	90768_014B_S40_L001_R1_001	90768_014C_S72_L001_R1_001	90768_015A_S9_L001_R1_001	90768_015B_S41_L001_R1_001	90768_015C_S73_L001_R1_001	90768_018A_S10_L001_R1_001	90768_018B_S42_L001_R1_001	90768_018C_S74_L001_R1_001	90768_027A_S11_L001_R1_001	90768_027B_S43_L001_R1_001	90768_027C_S75_L001_R1_001	90768_029A_S12_L001_R1_001	90768_029B_S44_L001_R1_001	90768_029C_S76_L001_R1_001	90768_034A_S13_L001_R1_001	90768_034B_S45_L001_R1_001	90768_034C_S77_L001_R1_001	90768_040A_S14_L001_R1_001	90768_040B_S46_L001_R1_001	90768_040C_S78_L001_R1_001	90768_042A_S15_L001_R1_001	90768_042B_S47_L001_R1_001	90768_042C_S79_L001_R1_001	90768_044A_S16_L001_R1_001	90768_044B_S48_L001_R1_001	90768_044C_S80_L001_R1_001	90768_054A_S17_L001_R1_001	90768_054B_S49_L001_R1_001	90768_054C_S81_L001_R1_001	90768_055A_S18_L001_R1_001	90768_055B_S50_L001_R1_001	90768_055C_S82_L001_R1_001	90768_056A_S19_L001_R1_001	90768_056B_S51_L001_R1_001	90768_056C_S83_L001_R1_001	90768_057A_S20_L001_R1_001	90768_057B_S52_L001_R1_001	90768_057C_S84_L001_R1_001	90768_061A_S21_L001_R1_001	90768_061B_S53_L001_R1_001	90768_061C_S85_L001_R1_001	90768_064A_S22_L001_R1_001	90768_064B_S54_L001_R1_001	90768_064C_S86_L001_R1_001	90768_067A_S23_L001_R1_001	90768_067B_S55_L001_R1_001	90768_067C_S87_L001_R1_001	90768_075A_S24_L001_R1_001	90768_075B_S56_L001_R1_001	90768_075C_S88_L001_R1_001	90768_076A_S25_L001_R1_001	90768_076B_S57_L001_R1_001	90768_076C_S89_L001_R1_001	90768_077A_S26_L001_R1_001	90768_077B_S58_L001_R1_001	90768_077C_S90_L001_R1_001	90768_078A_S27_L001_R1_001	90768_078B_S59_L001_R1_001	90768_078C_S91_L001_R1_001	90768_083A_S28_L001_R1_001	90768_083B_S60_L001_R1_001	90768_083C_S92_L001_R1_001	90768_084A_S29_L001_R1_001	90768_084B_S61_L001_R1_001	90768_084C_S93_L001_R1_001	90768_088A_S30_L001_R1_001	90768_088B_S62_L001_R1_001	90768_088C_S94_L001_R1_001	90768_090A_S31_L001_R1_001	90768_090B_S63_L001_R1_001	90768_090C_S95_L001_R1_001	90768_104A_S32_L001_R1_001	90768_104B_S64_L001_R1_001	90768_104C_S96_L001_R1_001
Tpa_2006_1	7,0	12,0	8,0	2,0	9,0	2,0	1,1	80,71	95,79	0,0	0,0	1,0	0,0	0,0	4,0	2,0	2,0	5,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	2,0	0,0	0,0	0,0	2,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2010_1	6,0	5,0	4,0	3,0	6,0	1,0	8,0	287,0	327,0	2,0	0,0	0,0	2,0	3,0	1,0	1,0	0,0	13,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	2,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	1,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	4,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	1,0	0,0	2,0	0,0	0,0	2,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2021_1	1,0	5,0	9,0	0,0	0,1	1,0	2,0	117,0	132,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2034_1	9,0	12,0	5,0	0,0	1,0	0,0	4,0	304,0	390,0	0,0	0,0	3,0	0,0	0,0	0,0	1,0	1,0	7,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	4,0	3,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2040_1	13,11	10,10	4,9	0,3	0,7	0,1	0,52	0,432	0,474	0,1	0,0	0,1	0,1	0,0	0,1	0,4	0,8	0,11	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,2	1,2	1,1	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,2	0,1	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0
Tpa_2041_1	0,12	0,7	0,2	0,3	0,1	0,1	0,5	0,145	0,184	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,1	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,3	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2073_1	0,2	0,0	0,1	1,2	0,0	0,0	0,2	0,34	0,55	0,0	0,0	0,0	0,3	0,0	0,1	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,2	0,0	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	4,4	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2076_1	0,13	0,1	0,4	8,15	4,1	0,1	0,80	0,118	0,130	0,0	0,0	0,0	0,16	0,1	0,3	0,17	0,4	0,4	0,0	0,1	0,0	0,0	0,0	0,0	2,2	0,1	0,1	0,0	0,0	0,0	6,1	0,0	1,0	0,6	0,0	0,1	0,0	0,0	0,0	0,4	0,0	0,1	3,2	0,0	0,0	0,7	0,1	0,0	0,0	0,0	0,0	0,24	0,0	0,1	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,14	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,0	0,68	0,0	0,2	0,3	0,0	0,0	0,3	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2096_1	8,19	3,5	1,2	0,11	0,2	0,1	0,36	0,287	0,358	0,2	0,0	0,0	0,1	0,1	2,2	0,5	0,4	0,9	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,2	0,0	0,1	0,3	0,0	0,3	0,0	0,0	0,0	0,3	0,0	0,1	1,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,3	0,0	0,2	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	1,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,1	4,6	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2128_1	0,0	0,0	4,0	0,0	1,0	0,0	4,0	90,0	317,0	0,0	1,0	0,0	0,0	3,0	1,0	0,0	2,0	15,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2157_1	46,0	3,0	1,0	73,0	5,0	2,0	226,0	242,0	411,0	2,0	0,0	1,0	15,0	1,0	2,0	34,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	0,0	22,0	0,0	0,0	1,0	0,0	0,0	9,0	1,0	0,0	0,0	0,0	0,0	20,20	0,0	3,1	0,0	0,0	0,0	43,0	0,0	3,0	0,0	0,0	0,0	7,0	0,0	0,0	1,0	0,0	0,0	7,0	0,0	2,0	5,0	0,0	0,0	23,0	0,0	1,0	6,0	0,0	0,0	2,0	0,0	0,0	98,0	0,0	1,0	4,0	0,0	0,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2180_1	0,3	0,3	0,3	0,4	0,3	0,1	0,21	0,114	0,133	0,1	0,0	0,0	0,2	0,1	0,3	0,2	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,2	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,2	0,0	0,0	0,1	0,1	0,2	0,0	0,0	0,0	0,9	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2194_1	0,4	0,3	0,3	1,0	1,3	0,1	6,0	122,0	165,1	0,0	0,0	0,0	0,1	2,0	2,1	0,1	0,0	1,3	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	2,0	1,0	4,0	0,0	0,0	0,0	1,1	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2207_1	74,0	8,0	5,0	33,0	3,0	3,0	171,0	421,0	502,0	3,0	0,0	0,0	19,0	2,0	3,0	135,0	2,0	21,0	1,0	1,0	0,0	1,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	1,0	20,0	0,0	1,0	2,0	0,0	0,0	8,0	0,0	1,0	4,0	0,0	0,0	19,0	2,0	2,0	0,0	0,0	0,0	12,0	0,0	2,0	0,0	0,0	0,0	2,0	0,0	1,0	1,0	0,0	0,0	2,0	1,0	1,0	4,1	0,0	0,0	8,0	0,0	0,0	2,0	0,0	0,0	2,0	1,0	0,0	61,0	0,0	2,0	2,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0
Tpa_2254_1	3,0	1,0	4,0	0,0	2,0	1,0	0,4	0,173	0,307	0,0	1,0	1,0	0,0	0,0	0,0	1,0	1,0	9,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	3,0	0,0	0,0	1,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	1,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2278_1	0,37	0,8	0,7	0,3	0,2	0,3	0,20	1,301	0,415	0,1	0,0	0,1	0,0	0,3	0,2	0,4	4,2	2,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	1,2	0,1	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,1	1,0	2,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,2	0,1	0,0	0,0	0,1	0,1	0,0	1,0	0,0	0,0	0,1	0,0	0,0	0,4	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2334_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2344_1	151,124	13,8	6,9	0,91	0,4	0,3	0,447	0,463	0,624	0,3	0,0	0,0	19,0	0,0	2,0	0,98	0,6	0,15	0,1	0,0	0,1	0,0	0,0	0,0	0,11	0,0	0,1	0,3	0,0	0,0	0,7	0,0	0,0	0,28	0,0	0,1	1,0	0,0	0,0	0,29	0,0	0,2	0,2	0,0	0,2	0,9	0,1	0,1	0,1	0,0	0,0	0,18	0,1	0,2	0,2	0,0	0,0	0,15	0,0	0,0	0,0	0,0	0,0	0,12	0,0	0,0	4,2	0,1	0,0	0,10	0,0	0,2	2,4	0,0	0,0	0,7	0,0	0,0	0,45	0,0	0,2	0,1	0,0	0,0	7,4	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0
Tpa_2353_1	15,0	0,0	2,0	25,0	3,0	0,0	101,0	132,0	191,0	4,0	0,0	2,0	5,7	0,1	0,0	15,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0	2,5	0,0	0,0	6,0	0,0	1,0	0,0	0,0	0,0	0,1	0,0	1,0	5,0	0,0	0,0	1,6	0,0	0,1	0,0	0,0	0,0	19,0	0,0	1,0	1,0	1,0	0,0	6,0	0,0	0,0	0,0	0,0	0,0	3,3	0,0	1,0	3,0	0,0	0,0	10,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	44,0	0,0	2,0	3,0	0,0	0,0	3,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2368_1	0,23	0,26	0,21	0,2	0,4	0,3	0,8	0,294	0,334	0,0	0,0	0,2	0,1	0,3	0,0	0,2	0,4	0,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,5	0,2	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,2	0,0	0,2	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2412_1	0,21	0,2	0,2	0,93	0,4	0,1	1,167	0,77	0,135	0,22	0,0	0,0	0,126	0,1	0,2	1,25	0,1	0,3	0,6	0,0	0,0	0,2	0,0	0,0	0,42	0,0	0,0	0,1	0,0	0,0	15,28	0,0	1,0	0,31	0,0	0,1	0,6	0,0	0,0	17,12	0,0	0,1	0,43	0,0	1,0	0,81	0,0	0,4	0,1	0,0	0,0	0,104	0,1	0,2	0,9	0,0	0,1	0,50	0,1	0,1	0,5	0,0	0,1	0,23	0,0	0,0	0,28	0,1	0,0	0,73	0,0	0,3	0,3	0,0	0,0	0,17	0,0	0,0	0,151	0,0	0,2	0,30	0,0	0,0	0,58	0,0	0,1	0,4	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0
Tpa_2417_1	0,19	0,2	0,3	0,13	0,2	0,0	0,32	0,85	0,94	1,1	0,0	1,1	0,6	0,0	0,1	0,8	0,1	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,2	0,0	0,0	0,2	0,0	0,0	0,1	0,0	0,0	0,3	0,0	0,1	0,1	0,1	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,0	0,2	0,0	0,0	0,1	0,0	0,0	0,3	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,14	0,0	0,0	0,2	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1
Tpa_2453_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2458_1	5,0	9,0	14,0	2,0	8,0	1,0	4,0	192,0	297,0	0,0	0,0	0,0	0,0	2,0	1,0	0,0	4,0	9,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,2	0,5	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2460_1	0,0	0,1	0,1	0,0	0,0	0,0	0,1	0,73	0,169	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2470_1	1,0	0,0	1,0	6,0	1,0	1,0	9,0	32,0	29,0	2,0	0,0	0,0	9,0	0,0	2,0	1,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	8,0	0,0	0,0	1,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	19,0	0,0	2,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2483_1	5,0	3,0	3,0	5,3	1,0	0,0	21,20	54,53	108,90	0,0	0,0	0,0	5,0	1,0	1,0	9,0	2,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	3,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	8,0	0,0	2,0	0,0	0,0	0,0	8,0	3,0	4,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	2,0	0,0	1,0	7,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	23,0	0,0	1,1	0,2	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0
Tpa_2498_1	0,0	2,0	4,0	0,0	2,0	0,0	0,0	50,0	112,0	0,0	0,0	0,0	0,0	0,0	1,1	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2509_1	10,5	4,2	2,3	2,0	2,0	2,0	7,11	85,64	99,120	1,0	0,0	0,0	0,0	0,0	1,0	0,0	2,2	1,6	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	3,0	3,0	0,0	0,0	0,0	1,0	2,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	5,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2518_1	0,1	0,0	0,1	0,5	0,2	0,0	0,7	0,31	0,50	0,3	0,1	0,1	1,2	2,0	0,0	0,4	0,0	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,0	0,1	0,1	0,1	1,0	0,0	0,0	0,2	0,1	0,1	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,4	0,0	0,4	0,2	0,0	0,0	1,0	0,0	0,0	10,14	0,0	1,1	0,3	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2519_1	1,0	6,0	3,0	0,0	1,0	1,0	0,0	49,0	56,0	1,0	0,0	1,0	0,0	2,0	2,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
