	90763_231A_S1_L001_R1_001	90763_231B_S33_L001_R1_001	90763_231C_S65_L001_R1_001	90763_232A_S2_L001_R1_001	90763_232B_S34_L001_R1_001	90763_232C_S66_L001_R1_001	90763_236A_S3_L001_R1_001	90763_236B_S35_L001_R1_001	90763_236C_S67_L001_R1_001	90763_237A_S4_L001_R1_001	90763_237B_S36_L001_R1_001	90763_237C_S68_L001_R1_001	90763_238A_S5_L001_R1_001	90763_238B_S37_L001_R1_001	90763_238C_S69_L001_R1_001	90768_005A_S6_L001_R1_001	90768_005B_S38_L001_R1_001	90768_005C_S70_L001_R1_001	90768_009A_S7_L001_R1_001	90768_009B_S39_L001_R1_001	90768_009C_S71_L001_R1_001	90768_014A_S8_L001_R1_001	90768_014B_S40_L001_R1_001	90768_014C_S72_L001_R1_001	90768_015A_S9_L001_R1_001	90768_015B_S41_L001_R1_001	90768_015C_S73_L001_R1_001	90768_018A_S10_L001_R1_001	90768_018B_S42_L001_R1_001	90768_018C_S74_L001_R1_001	90768_027A_S11_L001_R1_001	90768_027B_S43_L001_R1_001	90768_027C_S75_L001_R1_001	90768_029A_S12_L001_R1_001	90768_029B_S44_L001_R1_001	90768_029C_S76_L001_R1_001	90768_034A_S13_L001_R1_001	90768_034B_S45_L001_R1_001	90768_034C_S77_L001_R1_001	90768_040A_S14_L001_R1_001	90768_040B_S46_L001_R1_001	90768_040C_S78_L001_R1_001	90768_042A_S15_L001_R1_001	90768_042B_S47_L001_R1_001	90768_042C_S79_L001_R1_001	90768_044A_S16_L001_R1_001	90768_044B_S48_L001_R1_001	90768_044C_S80_L001_R1_001	90768_054A_S17_L001_R1_001	90768_054B_S49_L001_R1_001	90768_054C_S81_L001_R1_001	90768_055A_S18_L001_R1_001	90768_055B_S50_L001_R1_001	90768_055C_S82_L001_R1_001	90768_056A_S19_L001_R1_001	90768_056B_S51_L001_R1_001	90768_056C_S83_L001_R1_001	90768_057A_S20_L001_R1_001	90768_057B_S52_L001_R1_001	90768_057C_S84_L001_R1_001	90768_061A_S21_L001_R1_001	90768_061B_S53_L001_R1_001	90768_061C_S85_L001_R1_001	90768_064A_S22_L001_R1_001	90768_064B_S54_L001_R1_001	90768_064C_S86_L001_R1_001	90768_067A_S23_L001_R1_001	90768_067B_S55_L001_R1_001	90768_067C_S87_L001_R1_001	90768_075A_S24_L001_R1_001	90768_075B_S56_L001_R1_001	90768_075C_S88_L001_R1_001	90768_076A_S25_L001_R1_001	90768_076B_S57_L001_R1_001	90768_076C_S89_L001_R1_001	90768_077A_S26_L001_R1_001	90768_077B_S58_L001_R1_001	90768_077C_S90_L001_R1_001	90768_078A_S27_L001_R1_001	90768_078B_S59_L001_R1_001	90768_078C_S91_L001_R1_001	90768_083A_S28_L001_R1_001	90768_083B_S60_L001_R1_001	90768_083C_S92_L001_R1_001	90768_084A_S29_L001_R1_001	90768_084B_S61_L001_R1_001	90768_084C_S93_L001_R1_001	90768_088A_S30_L001_R1_001	90768_088B_S62_L001_R1_001	90768_088C_S94_L001_R1_001	90768_090A_S31_L001_R1_001	90768_090B_S63_L001_R1_001	90768_090C_S95_L001_R1_001	90768_104A_S32_L001_R1_001	90768_104B_S64_L001_R1_001	90768_104C_S96_L001_R1_001
Tpa_2041_1	0,2	0,0	0,1	0,0	0,0	0,1	0,2	0,51	0,3	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2073_1	0,37	0,6	0,7	4,4	0,0	2,0	0,14	0,129	0,5	0,2	0,1	0,1	0,20	0,10	0,2	0,5	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,3	0,0	0,0	0,0	0,0	0,7	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,5	0,1	3,3	0,0	1,0	0,3	0,1	0,1	1,1	0,0	0,0	0,20	0,0	0,2	0,1	0,0	0,0	0,5	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,10	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	2,2	0,1	0,3	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2076_1	0,31	0,7	0,7	2,4	3,2	5,4	0,26	0,354	0,25	0,1	0,0	0,0	0,30	0,11	0,11	0,12	0,2	0,9	0,0	0,1	0,0	0,0	0,0	0,0	2,1	1,0	1,1	0,0	0,0	0,1	7,2	0,2	2,1	0,2	0,2	0,1	0,0	0,0	0,0	0,3	0,7	0,0	3,2	4,0	0,2	0,1	0,4	0,1	0,1	0,0	0,1	0,33	0,7	0,12	0,1	0,0	0,0	0,5	0,1	0,3	0,0	0,0	0,0	0,0	0,1	0,6	0,2	0,0	0,1	0,17	0,0	0,0	0,1	0,1	0,0	0,1	0,1	0,2	0,10	0,4	0,13	0,1	0,0	0,3	0,0	0,0	0,1	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2096_1	8,10	4,0	1,4	0,3	0,1	0,0	0,12	0,279	0,24	0,1	0,0	0,1	1,6	1,0	0,0	0,2	0,0	0,3	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,1	0,2	0,0	0,0	0,0	0,1	0,3	0,0	0,0	0,0	0,0	0,1	0,3	0,1	0,0	0,0	0,1	0,6	0,0	0,3	0,0	0,0	0,0	0,3	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	2,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,1	0,0	1,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2128_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	6,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2157_1	172,0	69,0	80,0	30,0	14,0	20,0	122,0	846,0	110,0	11,0	4,0	3,0	53,1	18,0	15,0	53,0	27,0	18,0	0,0	0,0	0,0	0,0	0,0	0,0	4,0	3,0	3,0	2,0	0,0	0,0	9,0	0,0	3,0	7,0	1,0	8,0	4,0	0,0	1,0	2,0	2,0	3,0	6,0	4,0	0,0	18,14	13,15	3,8	1,0	0,0	1,0	67,0	9,0	24,0	1,0	0,0	1,0	23,0	1,0	11,0	0,0	0,0	0,0	2,0	1,0	9,0	17,0	4,0	4,0	30,0	0,0	0,0	2,0	2,0	0,0	1,0	1,0	0,0	14,0	14,0	43,0	1,0	0,0	2,0	0,0	2,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2180_1	0,8	0,1	0,3	0,1	0,0	0,0	0,6	0,95	0,5	0,2	0,0	0,0	0,4	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,5	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2194_1	0,3	0,2	0,0	1,0	0,0	0,0	3,0	75,0	6,0	0,0	0,0	0,0	0,2	0,0	1,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	2,1	0,0	2,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2207_1	104,0	25,0	31,0	2,0	4,0	5,0	68,0	660,0	67,0	8,0	2,0	1,0	33,0	6,0	11,0	66,0	27,0	28,0	0,0	0,0	0,0	0,0	1,0	0,0	3,0	2,0	2,0	2,0	1,0	0,0	5,0	1,0	3,0	10,0	9,0	12,0	2,0	0,0	0,0	0,0	11,0	1,0	3,0	7,0	4,0	30,0	30,0	7,0	1,0	0,0	0,0	24,0	5,0	5,0	0,0	0,0	0,0	3,0	0,0	5,0	0,0	1,0	2,0	3,0	0,0	7,0	3,4	2,0	1,1	6,0	0,0	1,0	1,0	1,0	0,0	0,0	1,0	0,0	2,0	3,0	19,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2254_1	9,0	1,0	1,0	0,0	0,0	1,0	0,6	0,53	0,4	0,0	0,0	0,0	3,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2278_1	0,18	0,5	0,10	0,0	0,0	0,4	0,13	0,231	0,27	0,0	0,0	0,1	0,1	0,1	0,2	5,4	0,3	1,3	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	1,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,1	0,0	2,0	3,0	0,0	0,0	0,0	0,0	2,2	0,0	0,2	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2334_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2344_1	146,124	49,51	73,47	0,18	0,6	0,16	1,161	2,1102	0,194	0,3	0,0	0,3	19,0	3,0	11,0	0,57	0,36	0,39	0,0	0,0	0,0	0,0	0,1	0,2	0,6	0,8	1,9	0,1	0,0	0,4	0,13	0,5	0,9	0,11	0,10	0,14	3,1	0,0	0,1	0,9	0,25	0,11	0,6	0,5	0,2	0,5	0,12	0,3	0,0	0,0	0,0	0,27	0,3	0,13	0,2	0,0	0,1	0,23	0,2	0,12	0,0	0,0	0,0	0,1	0,2	0,13	7,8	0,2	1,2	0,8	0,0	0,0	1,1	1,1	1,2	0,0	0,0	0,2	0,7	0,3	0,21	0,1	0,1	0,3	0,0	0,0	2,2	0,2	0,1	0,0	0,0	0,0	0,2	0,0	0,0	0,0
Tpa_2353_1	103,0	21,0	34,0	9,0	3,0	6,0	60,0	649,0	69,0	23,0	0,0	2,0	29,26	11,11	6,12	23,0	6,0	13,0	0,0	1,0	0,0	0,0	0,0	0,0	7,0	7,0	1,0	3,0	0,0	1,0	2,3	1,1	1,3	7,0	2,0	11,0	2,1	0,0	1,0	0,3	5,4	3,2	5,0	7,0	3,0	1,6	1,2	0,4	1,0	0,0	0,0	59,0	8,0	13,0	0,0	0,0	0,0	10,0	0,0	3,0	1,0	0,0	0,0	2,1	0,0	2,1	8,0	1,0	3,0	29,0	0,0	2,0	4,0	1,0	2,0	0,0	0,0	0,0	14,0	9,0	33,0	1,0	1,0	2,0	0,0	1,0	2,0	0,0	0,1	0,1	0,0	0,0	1,0	0,0	0,0	0,0
Tpa_2368_1	0,4	0,1	0,1	0,0	0,0	0,0	0,1	0,37	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2412_1	0,206	0,58	0,72	0,84	0,43	0,33	0,163	2,1357	0,123	0,136	0,48	1,61	0,329	0,260	0,81	0,141	0,35	0,15	0,2	0,2	0,9	0,2	0,3	0,3	0,115	0,54	0,74	0,29	0,8	0,5	56,79	8,5	29,43	0,42	0,12	0,54	0,33	0,5	0,2	28,22	8,11	22,28	0,96	0,38	0,59	2,144	0,89	0,31	0,9	0,0	0,4	0,284	0,30	0,85	0,18	0,2	0,9	0,147	0,20	0,120	0,13	0,2	0,2	0,51	0,4	0,40	0,92	0,17	0,16	0,190	0,1	0,0	0,42	0,8	0,8	0,6	0,7	0,19	0,27	0,28	0,88	0,3	0,0	0,22	0,0	0,22	0,49	0,1	0,4	0,22	0,0	0,2	0,2	0,0	0,0	0,0
Tpa_2417_1	0,43	0,8	0,12	0,0	0,3	0,1	1,9	0,326	0,10	3,3	0,0	0,0	0,13	0,2	0,4	0,1	0,2	0,2	0,0	0,1	0,0	0,0	0,0	0,0	0,3	0,0	0,1	0,1	0,0	0,0	0,1	0,0	0,1	0,1	0,1	0,3	0,0	0,0	0,0	0,1	0,4	0,0	0,5	0,0	0,3	0,1	0,5	0,3	0,1	0,0	0,1	0,6	0,1	0,2	0,1	0,0	0,1	0,3	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,2	0,2	0,0	0,1	0,6	0,0	0,1	0,1	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,10	0,0	0,0	0,0	0,0	0,1	0,2	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2453_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2458_1	2,0	0,0	0,0	0,0	1,0	0,0	1,0	18,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2460_1	0,6	0,2	0,4	0,2	0,0	0,1	0,41	1,177	0,17	0,1	0,0	0,0	0,5	0,1	0,0	0,4	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,1	0,0	0,1	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,4	0,0	0,0	0,0	0,0	0,12	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,2	0,0	0,0	0,6	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2470_1	17,0	1,0	5,0	6,0	2,0	3,0	10,0	148,0	8,0	10,0	2,0	1,0	23,0	19,0	11,0	2,0	3,0	3,0	0,0	1,0	0,0	0,0	0,0	0,0	5,0	2,0	2,0	2,0	0,0	1,1	6,0	4,0	5,0	2,0	0,0	1,0	0,0	0,0	1,0	4,0	1,0	3,0	6,0	2,0	1,0	4,0	4,0	1,0	2,0	0,0	0,0	29,0	6,0	11,0	0,0	0,0	0,0	7,0	0,0	8,0	0,0	0,0	0,0	1,0	0,0	3,0	3,0	1,0	0,0	18,0	0,0	0,0	1,0	2,0	0,0	1,0	0,0	1,0	6,0	4,0	10,0	0,0	0,0	2,0	0,0	2,0	2,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	1,0
Tpa_2483_1	107,0	38,0	41,0	3,7	2,0	0,1	37,36	269,266	31,37	5,1	1,0	1,0	30,0	15,0	9,0	43,0	11,0	10,0	0,0	0,0	0,0	1,0	0,0	0,0	5,0	2,0	7,0	0,0	0,0	1,0	13,0	2,0	6,0	10,0	2,0	5,0	0,0	0,0	3,0	2,4	1,1	0,5	6,0	6,0	1,0	23,0	20,0	1,0	0,0	0,0	0,0	28,0	2,0	9,0	1,0	0,0	0,0	2,4	0,0	2,0	1,0	0,0	0,0	2,0	0,0	2,0	8,0	3,0	0,0	20,0	0,0	1,0	2,0	0,0	0,0	0,0	0,0	2,0	7,0	6,0	15,1	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0
Tpa_2498_1	2,0	0,0	2,0	0,0	0,0	0,0	2,0	47,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2509_1	3,1	0,0	2,0	0,0	0,0	0,0	0,2	38,32	1,2	1,0	0,0	0,0	0,1	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2518_1	13,11	3,4	4,3	0,20	0,7	0,9	0,16	0,217	0,16	0,44	0,5	0,5	42,38	37,20	4,3	0,7	0,2	0,6	0,0	0,1	0,0	0,2	0,0	0,0	4,4	3,2	2,3	5,0	2,0	0,0	0,17	0,0	0,5	0,8	0,1	0,1	0,1	0,2	0,0	0,2	0,2	0,3	2,8	3,0	0,0	0,6	0,2	0,2	0,0	0,0	0,0	34,35	0,1	4,6	0,4	0,0	0,1	10,7	1,0	7,2	1,1	0,0	0,0	0,8	0,2	0,3	0,6	0,1	0,4	0,24	0,0	0,2	0,0	0,0	0,0	1,0	1,0	2,0	7,5	3,1	12,12	0,0	0,0	0,2	0,0	0,1	0,8	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2519_1	8,0	3,0	0,0	1,0	0,0	0,0	0,0	20,0	1,0	0,0	0,0	0,0	3,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2523_1	2,0	0,0	1,0	0,0	0,0	1,0	3,0	20,0	0,0	1,0	0,0	0,0	3,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2581_1	0,83	0,25	0,31	0,8	0,5	0,4	11,65	126,547	13,64	0,5	0,0	0,1	0,30	0,17	0,4	0,32	0,9	0,3	0,0	0,0	0,2	0,0	0,0	0,0	0,1	0,1	0,2	0,4	0,1	0,1	1,4	0,1	0,2	0,1	0,0	0,3	0,1	0,0	0,1	0,0	0,3	0,3	0,4	0,1	0,1	2,0	1,0	0,0	0,0	0,0	0,0	0,14	0,1	0,2	0,0	0,0	0,1	0,8	0,1	0,3	0,1	0,0	0,0	0,0	0,1	0,1	0,4	0,1	0,0	2,0	0,0	0,0	0,3	0,0	0,1	0,0	0,1	0,0	1,0	1,0	5,1	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0
Tpa_2601_1	0,794	0,214	0,251	22,16	7,11	26,27	223,0	1676,3	200,0	36,1	23,0	27,0	117,0	58,0	86,0	232,1	101,0	164,0	0,0	2,1	4,7	0,0	2,5	5,3	5,11	6,17	5,4	0,6	0,8	0,9	43,0	9,0	36,0	0,59	0,45	0,66	8,5	1,1	4,4	17,14	52,82	17,12	12,13	11,12	11,10	25,41	28,51	17,14	0,5	0,1	0,5	115,0	17,0	49,0	13,0	3,0	8,2	68,0	7,0	57,0	2,7	1,2	7,3	6,6	4,3	13,11	13,23	3,4	4,0	26,38	0,0	3,3	6,6	3,4	4,5	2,3	4,7	3,4	0,54	0,47	3,203	1,0	1,0	5,0	0,0	2,3	7,10	1,0	2,0	4,1	0,0	0,1	0,0	0,0	0,0	0,0
Tpa_2608_1	212,0	63,0	64,0	18,0	5,0	14,0	99,0	1019,0	118,0	9,8	1,0	1,3	23,25	9,8	8,4	68,0	7,0	21,0	0,0	0,0	0,0	1,0	1,0	0,0	1,3	1,0	2,0	2,0	1,0	0,0	6,5	1,1	6,3	12,0	0,0	9,0	2,0	2,0	0,0	3,1	4,2	2,2	13,0	5,0	6,0	19,0	16,0	8,0	1,0	0,0	0,0	50,0	3,0	21,0	3,0	1,0	3,0	28,0	1,0	11,0	2,1	0,0	0,1	5,0	0,0	3,0	9,0	2,0	6,0	10,0	0,0	1,0	4,0	2,0	0,0	1,0	0,0	3,0	4,5	4,4	17,13	0,0	0,0	0,0	0,0	0,0	6,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_2636_1	42,0	3,0	12,0	45,0	8,0	16,0	15,0	151,0	15,0	64,0	13,0	13,0	109,0	66,0	18,0	12,0	3,0	5,0	1,0	2,0	2,0	0,0	0,0	0,0	37,0	8,0	11,0	2,0	2,0	0,0	44,0	5,0	13,0	4,0	0,0	5,0	7,0	2,0	1,0	8,0	1,0	4,0	36,0	8,0	6,0	17,0	8,0	7,0	0,0	0,0	0,0	121,0	9,0	36,0	1,0	0,0	1,0	44,0	2,0	26,0	2,0	0,0	0,0	13,0	3,0	5,0	22,0	1,0	1,0	42,0	0,0	2,0	4,0	1,0	0,0	2,0	3,0	0,0	20,0	16,0	42,0	2,0	1,0	8,0	0,0	1,0	10,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0
